551,194
552,191
553,189
554,196
555,195
556,201
557,196
558,198
559,200
560,202
561,194
562,190
563,185
564,191
565,189
566,188
567,191
568,203
569,203
570,208
571,210
572,211
573,210
574,207
575,208
576,207
577,207
578,205
579,209
580,219
581,219
582,218
583,232
584,230
585,232
586,226
587,226
588,231
589,233
590,230
591,237
592,237
593,239
594,245
595,243
596,244
597,249
598,249
599,247
600,244
601,246
602,248
603,247
604,247
605,251
606,251
607,249
608,248
609,249
610,246
611,249
612,256
613,256
614,251
615,251
616,251
617,250
618,253
619,260
620,262
621,263
622,260
623,268
624,265
625,269
626,267
627,262
628,268
629,269
630,280
631,280
632,268
633,255
634,258
635,259
636,262
637,266
638,263
639,267
640,275
641,282
642,267
643,268
644,267
645,265
646,253
647,265
648,264
649,267
650,266
651,260
652,266
653,270
654,246
655,243
656,241
657,237
658,238
659,243
660,243
661,255
662,261
663,255
664,242
665,231
666,219
667,220
668,225
669,243
670,248
671,249
672,239
673,248
674,246
675,242
676,248
677,249
678,248
679,250
680,253
681,254
682,262
683,262
684,261
685,264
686,261
687,261
688,263
689,257
690,248
691,247
692,248
693,240
694,248
695,246
696,241
697,232
698,227
699,221
700,216
701,219
702,217
703,221
704,227
705,228
706,213
707,210
708,212
709,209
710,215
711,210
712,213
713,212
714,207
715,214
716,208
717,232
718,232
719,232
720,225
721,217
722,219
723,213
724,207
725,214
726,214
727,221
728,222
729,220
730,218
731,218
732,230
733,232
734,230
735,237
736,232
737,233
738,230
739,231
740,227
741,225
742,227
743,217
744,219
745,221
746,235
747,233
748,230
749,233
750,230
751,230
752,231
753,229
754,237
755,238
756,240
757,223
758,223
759,219
760,216
761,211
762,208
763,210
764,200
765,206
766,205
767,205
768,199
769,200
770,203
771,196
772,194
773,188
774,190
775,191
776,197
777,183
778,173
779,175
780,163
781,148
782,148
783,144
784,150
785,151
786,155
787,169
788,167
789,167
790,178
791,177
792,179
793,187
794,190
795,192
796,186
797,188
798,196
799,201
800,205
801,203
802,209
803,205
804,208
805,215
806,218
807,222
808,226
809,233
810,238
811,234
812,223
813,228
814,230
815,230
816,227
817,230
818,238
819,247
820,255
821,265
822,257
823,250
824,250
825,248
826,255
827,252
828,255
829,254
830,247
831,250
832,248
833,254
834,252
835,254
836,251
837,248
838,241
839,242
840,232
841,223
842,212
843,215
844,209
845,209
846,209
847,207
848,208
849,208
850,205
851,211
852,215
853,220
854,216
855,218
856,220
857,225
858,223
859,223
860,220
861,219
862,219
863,221
864,232
865,236
866,229
867,219
868,218
869,215
870,218
871,218
872,215
873,220
874,220
875,197
876,196
877,193
878,199
879,202
880,210
881,212
882,217
883,214
884,214
885,216
886,217
887,225
888,225
889,223
890,222
891,220
892,226
893,225
894,228
895,221
896,222
897,230
898,230
899,228
900,231
901,235
902,230
903,227
904,226
905,231
906,230
907,226
908,229
909,226
910,225
911,226
912,226
913,224
914,223
915,224
916,225
917,223
918,225
919,223
920,221
921,220
922,215
923,211
924,212
925,201
926,198
927,203
928,202
929,197
930,194
931,198
932,196
933,196
934,200
935,205
936,206
937,205
938,205
939,206
940,207
941,209
942,206
943,206
944,201
945,204
946,214
947,211
948,208
949,201
950,197
951,201
952,200
953,202
954,200
955,197
956,194
957,199
958,204
959,199
960,200
961,203
962,202
963,202
964,204
965,200
966,198
967,191
968,188
969,187
970,191
971,193
972,195
973,190
974,185
975,189
976,181
977,184
978,184
979,189
980,185
981,185
982,191
983,193
984,197
985,196
986,190
987,189
988,182
989,181
990,187
991,186
992,193
993,192
994,192
995,192
996,198
997,199
998,198
999,202
1000,203
1001,209
1002,208
1003,208
1004,213
1005,220
1006,220
1007,215
1008,214
1009,217
1010,227
1011,227
1012,229
1013,231
1014,230
1015,230
1016,230
1017,238
1018,236
1019,238
1020,244
1021,245
1022,249
1023,255
1024,254
1025,253
1026,253
1027,251
1028,252
1029,249
1030,252
1031,251
1032,258
1033,257
1034,262
1035,269
1036,269
1037,281
1038,281
1039,280
1040,269
1041,272
1042,277
1043,274
1044,256
1045,257
1046,246
1047,250
1048,250
1049,250
1050,252
1051,251
1052,249
1053,247
1054,245
1055,244
1056,246
1057,258
1058,256
1059,262
1060,262
1061,262
1062,251
1063,255
1064,255
1065,263
1066,270
1067,277
1068,277
1069,278
1070,278
1071,299
1072,304
1073,295
1074,299
1075,303
1076,312
1077,309
1078,297
1079,304
1080,301
1081,300
1082,306
1083,303
1084,306
1085,308
1086,314
1087,310
1088,309
1089,314
1090,323
1091,319
1092,311
1093,295
1094,308
1095,307
1096,321
1097,325
1098,323
1099,325
1100,316
1101,317
1102,306
1103,313
1104,311
1105,310
1106,304
1107,310
1108,317
1109,325
1110,335
1111,341
1112,340
1113,340
1114,347
1115,353
1116,360
1117,370
1118,357
1119,359
1120,376
1121,381
1122,375
1123,371
1124,370
1125,372
1126,376
1127,383
1128,383
1129,377
1130,362
1131,371
1132,361
1133,362
1134,353
1135,327
1136,309
1137,313
1138,316
1139,327
1140,330
1141,323
1142,328
1143,320
1144,328
1145,325
1146,330
1147,328
1148,343
1149,340
1150,344
1151,334
1152,335
1153,323
1154,320
1155,326
1156,347
1157,357
1158,355
1159,365
1160,364
1161,355
1162,358
1163,364
1164,362
1165,363
1166,352
1167,347
1168,338
1169,341
1170,353
1171,353
1172,348
1173,346
1174,347
1175,353
1176,356
1177,355
1178,350
1179,345
1180,351
1181,343
1182,364
1183,363
1184,366
1185,378
1186,380
1187,385
1188,375
1189,374
1190,366
1191,351
1192,345
1193,345
1194,341
1195,340
1196,341
1197,342
1198,348
1199,355
1200,355
1201,357
1202,343
1203,356
1204,355
1205,356
1206,356
1207,351
1208,356
1209,360
1210,352
1211,345
1212,337
1213,337
1214,326
1215,326
1216,321
1217,320
1218,332
1219,321
1220,299
1221,306
1222,303
1223,306
1224,304
1225,303
1226,303
1227,315
1228,309
1229,311
1230,313
1231,315
1232,309
1233,318
1234,313
1235,316
1236,317
1237,318
1238,308
1239,309
1240,307
1241,305
1242,304
1243,313
1244,311
1245,315
1246,329
1247,341
1248,339
1249,338
1250,343
1251,339
1252,331
1253,329
1254,332
1255,325
1256,317
1257,312
1258,315
1259,311
