1,35
2,35
3,34
4,34
5,34
6,34
7,34
8,33
9,33
10,34
11,34
12,34
13,35
14,35
15,36
16,37
17,37
18,38
19,38
20,38
21,38
22,38
23,38
24,38
25,39
26,39
27,39
28,38
29,38
30,38
31,38
32,37
33,39
34,39
35,35
36,36
37,34
38,34
39,35
40,35
41,35
42,36
43,37
44,38
45,38
46,38
47,39
48,39
49,39
50,37
51,35
52,35
53,35
54,36
55,36
56,37
57,38
58,38
59,38
60,38
61,44
62,44
63,41
64,42
65,41
66,42
67,41
68,42
69,44
70,44
71,43
72,46
73,45
74,47
75,48
76,50
77,51
78,50
79,52
80,51
81,55
82,54
83,53
84,54
85,55
86,60
87,56
88,56
89,69
90,77
91,88
92,83
93,85
94,92
95,92
96,90
97,88
98,87
99,93
100,97
101,110
102,105
103,105
104,98
105,93
106,95
107,95
108,97
109,102
110,100
111,94
112,98
113,98
114,100
115,102
116,103
117,105
118,101
119,100
120,101
121,102
122,106
123,109
124,107
125,117
126,118
127,115
128,120
129,122
130,123
131,122
132,126
133,130
134,127
135,109
136,120
137,119
138,120
139,122
140,123
141,122
142,124
143,129
144,135
145,132
146,134
147,136
148,138
149,145
150,142
151,134
152,153
153,153
154,147
155,145
156,139
157,140
158,142
159,145
160,150
161,148
162,157
163,162
164,164
165,167
166,166
167,166
168,169
169,169
170,171
171,170
172,167
173,161
174,166
175,164
176,165
177,166
178,167
179,166
180,166
181,178
182,183
183,181
184,182
185,185
186,189
187,191
188,193
189,193
190,181
191,173
192,181
193,183
194,175
195,169
196,173
197,179
198,180
199,184
200,184
201,183
202,183
203,173
204,172
205,165
206,173
207,170
208,163
209,164
210,159
211,160
212,162
213,175
214,177
215,151
216,140
217,138
218,145
219,138
220,139
221,138
222,135
223,122
224,126
225,121
226,122
227,121
228,121
229,121
230,127
231,127
232,124
233,145
234,139
235,140
236,137
237,142
238,142
239,140
240,147
241,148
242,148
243,152
244,148
245,141
246,143
247,144
248,151
249,156
250,151
251,152
252,150
253,150
254,150
255,147
256,149
257,151
258,148
259,146
260,139
261,161
262,164
263,171
264,170
265,177
266,179
267,182
268,175
269,170
270,178
271,175
272,183
273,181
274,177
275,179
276,174
277,178
278,187
279,197
280,197
281,195
282,200
283,198
284,204
285,194
286,210
287,210
288,218
289,248
290,253
291,253
292,245
293,251
294,255
295,253
296,253
297,246
298,239
299,234
300,241
301,238
302,231
303,234
304,240
305,236
306,235
307,229
308,220
309,220
310,213
311,207
312,212
313,208
314,217
315,230
316,225
317,212
318,208
319,215
320,217
321,204
322,204
323,198
324,194
325,199
326,198
327,204
328,219
329,208
330,208
331,200
332,199
333,207
334,208
335,208
336,211
337,217
338,207
339,201
340,179
341,182
342,185
343,190
344,191
345,189
346,192
347,196
348,195
349,199
350,205
351,207
352,212
353,210
354,210
355,208
356,205
357,205
358,204
359,207
360,208
361,205
362,202
363,204
364,204
365,206
366,225
367,232
368,227
369,228
370,230
371,237
372,233
373,237
374,236
375,239
376,240
377,240
378,229
379,229
380,223
381,219
382,223
383,219
384,218
385,227
386,220
387,217
388,215
389,220
390,221
391,220
392,222
393,224
394,224
395,225
396,225
397,229
398,223
399,233
400,239
401,238
402,249
403,252
404,248
405,259
406,260
407,260
408,261
409,262
410,260
411,257
412,256
413,254
414,257
415,263
416,262
417,263
418,264
419,270
420,284
421,281
422,286
423,277
424,282
425,278
426,281
427,280
428,279
429,254
430,261
431,261
432,264
433,259
434,250
435,250
436,252
437,247
438,247
439,245
440,243
441,240
442,251
443,255
444,261
445,260
446,259
447,257
448,237
449,225
450,227
451,230
452,226
453,227
454,230
455,235
456,231
457,235
458,235
459,222
460,243
461,238
462,239
463,242
464,243
465,239
466,231
467,241
468,240
469,242
470,251
471,249
472,252
473,259
474,254
475,258
476,248
477,249
478,243
479,247
480,248
481,248
482,245
483,232
484,231
485,229
486,228
487,224
488,214
489,217
490,210
491,209
492,207
493,204
494,198
495,206
496,218
497,219
498,223
499,221
500,222
501,228
502,226
503,222
504,222
505,219
506,210
507,211
508,211
509,211
510,207
511,202
512,204
513,193
514,192
515,193
516,192
517,197
518,202
519,201
520,207
521,206
522,199
523,205
524,204
525,211
526,218
527,219
528,221
529,217
530,217
531,216
532,213
533,203
534,204
535,204
536,204
537,212
538,217
539,207
540,204
541,204
542,207
543,203
544,197
545,200
546,202
547,201
548,194
549,191
550,190
